ens_gene,ext_gene,target_id,b,se_b,qval,genotype,sorter,code
WBGene00010516,NA,K02E11.7,1.133146103,0.394517166,0.044419511,daf-16;daf-18,7,f
WBGene00010522,NA,K03A11.5,-0.661838659,0.164386123,0.001448616,daf-16;daf-18,7,f
WBGene00010539,ttr-2,K03H1.4,-1.311543199,0.247169266,6.16E-06,daf-16;daf-18,7,f
WBGene00010540,NA,K03H1.5,-0.4622912,0.161525634,0.045375704,daf-16;daf-18,7,f
WBGene00010593,gsnl-1,K06A4.3,-1.062219635,0.179416101,2.78E-07,daf-16;daf-18,7,f
WBGene00010597,NA,K06A4.7,0.609715499,0.193033775,0.022002368,daf-16;daf-18,7,f
WBGene00010609,dut-1,K07A1.2,0.608108967,0.221207803,0.058848777,daf-16;daf-18,7,f
WBGene00010621,egg-6,K07A12.2,0.988295143,0.220701033,2.44E-04,daf-16;daf-18,7,f
WBGene00010627,nol-56,K07C5.4,0.742728753,0.234072387,0.021116849,daf-16;daf-18,7,f
WBGene00010628,ceeh-2,K07C5.5,-0.851860275,0.24126705,0.007589575,daf-16;daf-18,7,f
WBGene00010658,NA,K08D8.4,-1.070368533,0.281216278,0.003095455,daf-16;daf-18,7,f
WBGene00010673,NA,K08E7.5,1.730090212,0.645575795,0.068753073,daf-16;daf-18,7,f
WBGene00010677,gtbp-1,K08F4.2,0.427896811,0.156745683,0.061582635,daf-16;daf-18,7,f
WBGene00010681,mak-1,K08F8.1,-0.41230669,0.157039078,0.077135329,daf-16;daf-18,7,f
WBGene00010738,NA,K10D3.4,2.083475114,0.769194752,0.064621746,daf-16;daf-18,7,f
WBGene00010749,NA,K10D11.5,1.107874809,0.261448934,6.54E-04,daf-16;daf-18,7,f
WBGene00010759,cysl-2,K10H10.2,-0.688880251,0.195039586,0.007564111,daf-16;daf-18,7,f
WBGene00010778,gpdh-2,K11H3.1,-0.44975289,0.164058426,0.060032037,daf-16;daf-18,7,f
WBGene00010780,NA,K11H3.3,-0.479225914,0.135082088,0.007164704,daf-16;daf-18,7,f
WBGene00010782,NA,K11H3.5,1.192116674,0.383056131,0.024773421,daf-16;daf-18,7,f
WBGene00010785,top-2,K12D12.1,0.62651942,0.176987968,0.007360074,daf-16;daf-18,7,f
WBGene00010789,sulp-5,K12G11.2,-0.690297097,0.206438535,0.013077308,daf-16;daf-18,7,f
WBGene00010790,sodh-1,K12G11.3,-0.539938037,0.187191993,0.043208413,daf-16;daf-18,7,f
WBGene00010810,NA,M01F1.4,-0.685012045,0.149702447,1.63E-04,daf-16;daf-18,7,f
WBGene00010835,NA,M03B6.3,2.563773016,0.612892861,8.03E-04,daf-16;daf-18,7,f
WBGene00010872,NA,M05B5.4,0.798236782,0.153051721,9.52E-06,daf-16;daf-18,7,f
WBGene00010878,NA,M05D6.5,-0.470287959,0.169245328,0.055314434,daf-16;daf-18,7,f
WBGene00010879,taap-1,M05D6.6,-0.604668676,0.145801388,9.17E-04,daf-16;daf-18,7,f
WBGene00010893,cutl-9,M28.1,2.011052005,0.794356632,0.093046014,daf-16;daf-18,7,f
WBGene00010896,NA,M28.5,0.678177777,0.243740619,0.054851911,daf-16;daf-18,7,f
WBGene00010904,ugt-62,M88.1,-0.769721889,0.225349844,0.010555745,daf-16;daf-18,7,f
WBGene00010931,NA,M162.5,1.132051226,0.335031351,0.01176146,daf-16;daf-18,7,f
WBGene00010940,NA,M163.8,0.719493645,0.236726861,0.029655535,daf-16;daf-18,7,f
WBGene00010945,chil-13,M176.8,-0.723625716,0.167347116,4.60E-04,daf-16;daf-18,7,f
WBGene00010955,NA,M199.7,-2.393243439,0.603143386,0.001788264,daf-16;daf-18,7,f
WBGene00010959,nduo-1,MTCE.11,-0.299139942,0.117999211,0.092733252,daf-16;daf-18,7,f
WBGene00010961,nduo-2,MTCE.16,-0.380211056,0.1446205,0.076721335,daf-16;daf-18,7,f
WBGene00010964,ctc-1,MTCE.26,-0.36674676,0.143201393,0.087725927,daf-16;daf-18,7,f
WBGene00010988,metr-1,R03D7.1,-0.849676113,0.242549534,0.008184679,daf-16;daf-18,7,f
WBGene00011004,NA,R04B5.6,-1.218059144,0.402670806,0.030574207,daf-16;daf-18,7,f
WBGene00011006,ugt-47,R04B5.9,0.967489463,0.242846531,0.001692572,daf-16;daf-18,7,f
WBGene00011009,cyp-14A4,R04D3.1,-1.763885116,0.611823867,0.043366511,daf-16;daf-18,7,f
WBGene00011018,NA,R05A10.1,-1.054696757,0.200407326,7.64E-06,daf-16;daf-18,7,f
WBGene00011021,NA,R05A10.4,-0.833701573,0.226717467,0.004719428,daf-16;daf-18,7,f
WBGene00011032,ddx-52,R05D11.4,0.420300931,0.160624156,0.078553317,daf-16;daf-18,7,f
WBGene00011034,paxt-1,R05D11.6,0.510413567,0.176929517,0.043191793,daf-16;daf-18,7,f
WBGene00011038,NA,R05H5.3,0.769797368,0.234749316,0.015666713,daf-16;daf-18,7,f
WBGene00011042,NA,R05H10.1,-1.062759083,0.240057219,2.98E-04,daf-16;daf-18,7,f
WBGene00011052,arrd-11,R06B9.1,-2.476750241,0.382616546,1.14E-08,daf-16;daf-18,7,f
WBGene00011059,NA,R06C1.4,0.447422982,0.171218618,0.078963054,daf-16;daf-18,7,f
WBGene00011061,wago-1,R06C7.1,0.485841348,0.191086211,0.091242551,daf-16;daf-18,7,f
WBGene00011076,scav-5,R07B1.3,0.808066455,0.198385366,0.001214666,daf-16;daf-18,7,f
WBGene00011087,NA,R07B7.2,1.028394543,0.317885577,0.017782371,daf-16;daf-18,7,f
WBGene00011106,acl-5,R07E3.5,-0.799262671,0.153156799,9.43E-06,daf-16;daf-18,7,f
WBGene00011124,sdz-27,R07H5.4,-1.676211279,0.447683437,0.003769452,daf-16;daf-18,7,f
WBGene00011155,rbm-3.1,R09B3.2,1.850564305,0.278143613,3.83E-09,daf-16;daf-18,7,f
WBGene00011156,rbm-3.2,R09B3.3,1.083145153,0.125417929,1.95E-15,daf-16;daf-18,7,f
WBGene00011161,chil-18,R09D1.5,2.329987204,0.438277007,5.88E-06,daf-16;daf-18,7,f
WBGene00011187,NA,R10D12.6,-2.389197701,0.766012212,0.024319541,daf-16;daf-18,7,f
WBGene00011226,slc-25A21,R11.1,-0.656304402,0.201312854,0.016581437,daf-16;daf-18,7,f
WBGene00011232,pck-2,R11A5.4,-1.08372657,0.146499507,2.71E-11,daf-16;daf-18,7,f
WBGene00011234,NA,R11A5.6,-1.546658776,0.553227954,0.053165191,daf-16;daf-18,7,f
WBGene00011262,pho-8,R13H4.3,1.193283006,0.305119122,0.002179606,daf-16;daf-18,7,f
WBGene00011266,NA,R13H4.8,-1.130571765,0.359909149,0.023036131,daf-16;daf-18,7,f
WBGene00011270,NA,R31.2,-0.748880375,0.146835223,1.65E-05,daf-16;daf-18,7,f
WBGene00011272,dtmk-1,R53.2,0.849945009,0.328975709,0.084026552,daf-16;daf-18,7,f
WBGene00011274,NA,R53.5,-0.950217757,0.208064312,1.69E-04,daf-16;daf-18,7,f
WBGene00011307,mpst-7,R186.6,1.685727005,0.3724556,1.99E-04,daf-16;daf-18,7,f
WBGene00011313,NA,T01B7.8,-1.486788734,0.546486797,0.062747721,daf-16;daf-18,7,f
WBGene00011328,NA,T01D3.3,-0.646412146,0.142665028,1.96E-04,daf-16;daf-18,7,f
WBGene00011345,dma-1,T01G9.3,-0.746659577,0.214359608,0.008647121,daf-16;daf-18,7,f
WBGene00011362,cest-1.1,T02B5.1,-3.055838256,0.494151592,6.54E-08,daf-16;daf-18,7,f
WBGene00011364,cest-1.2,T02B5.3,-0.78805788,0.223589842,0.007720678,daf-16;daf-18,7,f
WBGene00011376,gla-3,T02E1.3,0.684985672,0.27156004,0.094886559,daf-16;daf-18,7,f
WBGene00011397,NA,T03E6.8,-1.312674237,0.164365812,3.24E-13,daf-16;daf-18,7,f
WBGene00011398,qdpr-1,T03F6.1,0.430003367,0.135014805,0.020354278,daf-16;daf-18,7,f
WBGene00011399,NA,T03F6.3,-1.013492699,0.255263851,0.001773607,daf-16;daf-18,7,f
WBGene00011400,NA,T03F6.4,-0.626634824,0.178996654,0.008204585,daf-16;daf-18,7,f
WBGene00011401,NA,T03F6.6,-2.199827657,0.475929312,1.36E-04,daf-16;daf-18,7,f
WBGene00011407,ppat-1,T04A8.5,-0.776569529,0.199443349,0.002306005,daf-16;daf-18,7,f
WBGene00011408,nifk-1,T04A8.6,0.542929449,0.19703143,0.05804708,daf-16;daf-18,7,f
WBGene00011416,NA,T04A11.1,-1.093559035,0.181270289,1.52E-07,daf-16;daf-18,7,f
WBGene00011417,NA,T04A11.2,-1.196515756,0.268701603,2.69E-04,daf-16;daf-18,7,f
WBGene00011419,NA,T04A11.4,-0.965254718,0.180119397,4.79E-06,daf-16;daf-18,7,f
WBGene00011420,NA,T04A11.5,-1.188230072,0.239591901,3.11E-05,daf-16;daf-18,7,f
WBGene00011436,NA,T04F3.1,-0.561913091,0.189835847,0.03593952,daf-16;daf-18,7,f
WBGene00011449,NA,T04H1.2,-0.443883764,0.133367998,0.013651276,daf-16;daf-18,7,f
WBGene00011453,ugt-56,T04H1.8,-0.847854462,0.282052485,0.032025152,daf-16;daf-18,7,f
WBGene00011464,NA,T05B9.1,1.114072339,0.242834022,1.56E-04,daf-16;daf-18,7,f
WBGene00011468,NA,T05C12.4,-1.556449164,0.458908012,0.011293068,daf-16;daf-18,7,f
WBGene00011487,NA,T05E12.6,-0.872234594,0.289105096,0.031199519,daf-16;daf-18,7,f
WBGene00011494,NA,T05F1.9,1.456275759,0.237359046,8.70E-08,daf-16;daf-18,7,f
WBGene00011495,NA,T05F1.11,-0.931390816,0.17370866,4.74E-06,daf-16;daf-18,7,f
WBGene00011500,NA,T05G5.5,-0.542778932,0.187872146,0.04276653,daf-16;daf-18,7,f
WBGene00011517,cgt-1,T06C12.10,-0.629352297,0.165460352,0.003122978,daf-16;daf-18,7,f
WBGene00011532,chaf-1,T06D10.2,0.797669615,0.241608781,0.014664138,daf-16;daf-18,7,f
WBGene00011539,fbxa-135,T06E6.5,-2.206032071,0.404853282,3.14E-06,daf-16;daf-18,7,f
WBGene00011548,NA,T06G6.6,3.136767659,1.020246092,0.02724513,daf-16;daf-18,7,f
WBGene00011554,NA,T07A5.1,1.533787371,0.547306388,0.052403951,daf-16;daf-18,7,f
WBGene00011559,umps-1,T07C4.1,0.448173739,0.178204803,0.096197889,daf-16;daf-18,7,f
WBGene00011560,NA,T07C4.3,0.49753875,0.17023571,0.039633051,daf-16;daf-18,7,f
WBGene00011561,ttr-15,T07C4.5,-1.223571233,0.242916986,2.19E-05,daf-16;daf-18,7,f
WBGene00011564,ugt-50,T07C5.1,-0.451323908,0.17312052,0.079807563,daf-16;daf-18,7,f
WBGene00011571,ttr-46,T07C12.7,-0.885299971,0.169196612,8.78E-06,daf-16;daf-18,7,f
WBGene00011584,clec-15,T07D10.4,-2.586051039,0.296590611,1.06E-15,daf-16;daf-18,7,f
WBGene00011587,anp-1,T07F10.1,0.443489289,0.174942997,0.092733252,daf-16;daf-18,7,f
WBGene00011596,NA,T07G12.5,-1.404034221,0.297234247,8.75E-05,daf-16;daf-18,7,f
WBGene00011629,NA,T08G11.1,-0.721385696,0.127457008,1.11E-06,daf-16;daf-18,7,f
WBGene00011639,ztf-17,T09A5.12,-0.533910836,0.1300438,0.001079809,daf-16;daf-18,7,f
WBGene00011671,cyp-13A4,T10B9.1,-1.83691494,0.662983304,0.056188417,daf-16;daf-18,7,f
WBGene00011672,cyp-13A5,T10B9.2,-1.536702129,0.309913095,3.12E-05,daf-16;daf-18,7,f
WBGene00011674,cyp-13A8,T10B9.4,-1.475862968,0.498621784,0.03593952,daf-16;daf-18,7,f
WBGene00011675,cyp-13A3,T10B9.5,-1.114412714,0.421548452,0.074433112,daf-16;daf-18,7,f
WBGene00011676,cyp-13A2,T10B9.7,0.64566284,0.208101725,0.025283716,daf-16;daf-18,7,f
WBGene00011677,cyp-13A1,T10B9.8,-0.909581124,0.33529228,0.063901554,daf-16;daf-18,7,f
WBGene00011692,NA,T10G3.1,-0.722706082,0.147385432,3.95E-05,daf-16;daf-18,7,f
WBGene00011713,NA,T11F9.12,0.51119649,0.178345057,0.044897413,daf-16;daf-18,7,f
WBGene00011726,lpr-2,T12A7.5,-0.478710294,0.144588169,0.014312707,daf-16;daf-18,7,f
WBGene00011733,NA,T12D8.5,-2.07379999,0.235206083,4.72E-16,daf-16;daf-18,7,f
WBGene00011744,NA,T13F2.4,1.369373327,0.344541843,0.001755332,daf-16;daf-18,7,f
WBGene00011746,NA,T13F2.6,0.756668913,0.218317103,0.009112679,daf-16;daf-18,7,f
WBGene00011763,NA,T14B1.1,-0.979818121,0.14844438,5.19E-09,daf-16;daf-18,7,f
WBGene00011798,NA,T16G1.4,1.049749561,0.211930284,3.17E-05,daf-16;daf-18,7,f
WBGene00011803,NA,T16G12.1,0.990671338,0.191401734,1.14E-05,daf-16;daf-18,7,f
WBGene00011817,NA,T16H12.9,-0.539656193,0.173754088,0.025134216,daf-16;daf-18,7,f
WBGene00011832,bgal-1,T19B10.3,-0.995493185,0.191944022,1.09E-05,daf-16;daf-18,7,f
WBGene00011833,NA,T19B10.5,0.870227029,0.337451951,0.084823596,daf-16;daf-18,7,f
WBGene00011852,clec-26,T20B3.12,0.805046128,0.30855998,0.079475358,daf-16;daf-18,7,f
WBGene00011884,enol-1,T21B10.2,-0.591367318,0.118674926,2.78E-05,daf-16;daf-18,7,f
WBGene00011893,NA,T21C9.6,-0.8444277,0.143156244,3.13E-07,daf-16;daf-18,7,f
WBGene00011923,chhy-1,T22C8.2,0.562456444,0.205949191,0.061448069,daf-16;daf-18,7,f
WBGene00011927,NA,T22C8.6,-0.928114853,0.345009825,0.06747345,daf-16;daf-18,7,f
WBGene00011931,srsx-19,T22G5.4,-1.763924354,0.301294578,3.99E-07,daf-16;daf-18,7,f
WBGene00011935,scrm-1,T22H2.5,-0.549521684,0.151818539,0.005724147,daf-16;daf-18,7,f
WBGene00011945,alg-5,T23D8.7,0.844701734,0.241415766,0.008232031,daf-16;daf-18,7,f
WBGene00011979,NA,T24B8.5,1.919954545,0.629465882,0.028987145,daf-16;daf-18,7,f
WBGene00011980,NA,T24B8.7,-0.315399049,0.124361707,0.092550192,daf-16;daf-18,7,f
WBGene00011997,nlp-51,T24F1.5,0.686481387,0.181073759,0.003274167,daf-16;daf-18,7,f
WBGene00012031,gpdh-3,T25G3.4,-0.527519251,0.118210073,2.59E-04,daf-16;daf-18,7,f
WBGene00012035,NA,T26C5.5,0.724885029,0.26481141,0.060524938,daf-16;daf-18,7,f
WBGene00012070,NA,T26H5.8,-1.928272691,0.32307332,2.19E-07,daf-16;daf-18,7,f
WBGene00012085,NA,T27D12.1,0.669219376,0.166344748,0.001464829,daf-16;daf-18,7,f
WBGene00012117,NA,T28B11.1,0.402280706,0.145965814,0.058010331,daf-16;daf-18,7,f
WBGene00012139,NA,T28F4.4,-0.48753754,0.166944241,0.039820463,daf-16;daf-18,7,f
WBGene00012140,NA,T28F4.5,-1.261997778,0.173824612,7.25E-11,daf-16;daf-18,7,f
WBGene00012143,NA,T28H10.2,0.937519228,0.289828609,0.017787563,daf-16;daf-18,7,f
WBGene00012148,inos-1,VF13D12L.1,0.359967673,0.121102939,0.034900412,daf-16;daf-18,7,f
WBGene00012149,NA,VF13D12L.3,-0.868891179,0.158803803,2.80E-06,daf-16;daf-18,7,f
WBGene00012156,ebp-2,VW02B12L.3,0.525696157,0.197820912,0.0722047,daf-16;daf-18,7,f
WBGene00012162,sek-6,VZC374L.1,-1.433268773,0.231776896,6.54E-08,daf-16;daf-18,7,f
WBGene00012179,NA,W01D2.1,0.620262639,0.163683598,0.00327456,daf-16;daf-18,7,f
WBGene00012185,NA,W01F3.2,-0.511700718,0.178810607,0.045390344,daf-16;daf-18,7,f
WBGene00012186,mlt-11,W01F3.3,3.460288414,1.141092122,0.030070411,daf-16;daf-18,7,f
WBGene00012245,rbm-25,W04D2.6,-0.344247918,0.13390891,0.086057068,daf-16;daf-18,7,f
WBGene00012255,lpr-6,W04G3.1,4.162913202,1.441369227,0.042859097,daf-16;daf-18,7,f
WBGene00012256,lpr-5,W04G3.2,4.012996364,1.378663674,0.04074973,daf-16;daf-18,7,f
WBGene00012257,lpr-4,W04G3.3,4.070989491,1.236958334,0.015113463,daf-16;daf-18,7,f
WBGene00012261,lpr-3,W04G3.8,3.869171565,1.314260096,0.037443817,daf-16;daf-18,7,f
WBGene00012270,NA,W04G5.10,-0.877688274,0.258074059,0.01101583,daf-16;daf-18,7,f
WBGene00012276,his-74,W05B10.1,1.105580493,0.233378028,8.29E-05,daf-16;daf-18,7,f
WBGene00012322,NA,W07A12.4,0.821814827,0.291488298,0.050182413,daf-16;daf-18,7,f
WBGene00012323,oac-54,W07A12.6,1.362373452,0.370250159,0.004696029,daf-16;daf-18,7,f
WBGene00012326,NA,W07E11.1,-1.125326774,0.193163194,4.64E-07,daf-16;daf-18,7,f
WBGene00012358,NA,W09D6.5,0.431007859,0.168624122,0.088556091,daf-16;daf-18,7,f
WBGene00012362,NA,W09D10.4,-0.495428327,0.137089321,0.005804681,daf-16;daf-18,7,f
WBGene00012381,NA,Y2H9A.4,-1.58927578,0.18615772,4.05E-15,daf-16;daf-18,7,f
WBGene00012382,ttr-16,Y5F2A.1,-0.481534025,0.140574216,0.010288481,daf-16;daf-18,7,f
WBGene00012398,NA,Y6E2A.4,-1.521616486,0.266637811,8.57E-07,daf-16;daf-18,7,f
WBGene00012404,NA,Y6G8.2,-4.120004077,0.209990282,7.53E-82,daf-16;daf-18,7,f
WBGene00012407,NA,Y7A5A.1,-0.507325759,0.164328763,0.026339799,daf-16;daf-18,7,f
WBGene00012412,NA,Y7A5A.6,0.999025703,0.387736388,0.085077183,daf-16;daf-18,7,f
WBGene00012424,dlc-3,Y10G11A.2,-0.561086635,0.211640379,0.073240381,daf-16;daf-18,7,f
WBGene00012439,NA,Y12A6A.1,-0.803497921,0.230397301,0.008542321,daf-16;daf-18,7,f
WBGene00012448,cyp-33D3,Y17D7A.4,-1.741242768,0.556087893,0.023592048,daf-16;daf-18,7,f
WBGene00012452,NA,Y17D7B.4,-0.535033978,0.172302201,0.025156436,daf-16;daf-18,7,f
WBGene00012456,NA,Y17D7C.2,1.009826846,0.25801437,0.002160107,daf-16;daf-18,7,f
WBGene00012491,NA,Y20C6A.1,-2.246288334,0.206065373,1.37E-24,daf-16;daf-18,7,f
WBGene00012492,fbxb-7,Y20C6A.2,-3.134535676,0.485038505,1.19E-08,daf-16;daf-18,7,f
WBGene00012525,NA,Y32B12C.1,-1.634527329,0.275063044,2.47E-07,daf-16;daf-18,7,f
WBGene00012531,NA,Y32F6B.1,-1.141196688,0.129142543,4.06E-16,daf-16;daf-18,7,f
WBGene00012535,NA,Y37A1A.2,-2.425910925,0.506317595,6.41E-05,daf-16;daf-18,7,f
WBGene00012538,NA,Y37A1B.5,-0.872272393,0.327236246,0.070975977,daf-16;daf-18,7,f
WBGene00012545,NA,Y37D8A.3,3.086737537,0.360822336,3.55E-15,daf-16;daf-18,7,f
WBGene00012546,NA,Y37D8A.4,1.332349462,0.158583418,1.22E-14,daf-16;daf-18,7,f
WBGene00012550,spcs-2,Y37D8A.10,0.526542666,0.192746416,0.061350677,daf-16;daf-18,7,f
WBGene00012557,NA,Y37D8A.19,-1.090947705,0.423742635,0.085408916,daf-16;daf-18,7,f
WBGene00012583,clec-4,Y38E10A.5,1.918696118,0.596896298,0.018901964,daf-16;daf-18,7,f
WBGene00012591,nspe-1,Y38E10A.13,1.904344345,0.694745709,0.060032037,daf-16;daf-18,7,f
WBGene00012592,NA,Y38E10A.14,0.86004721,0.305486118,0.050743624,daf-16;daf-18,7,f
WBGene00012604,nspe-2,Y38E10A.26,1.789793012,0.612902428,0.039820463,daf-16;daf-18,7,f
WBGene00012605,NA,Y38F1A.1,-1.676967528,0.475550406,0.007687704,daf-16;daf-18,7,f
WBGene00012608,hphd-1,Y38F1A.6,-0.969499516,0.142672443,1.58E-09,daf-16;daf-18,7,f
WBGene00012628,NA,Y38H6C.16,1.192304772,0.431253381,0.056865225,daf-16;daf-18,7,f
WBGene00012648,NA,Y39A1A.9,1.244824955,0.263031549,8.44E-05,daf-16;daf-18,7,f
WBGene00012650,orc-1,Y39A1A.12,0.800797397,0.239332792,0.012992011,daf-16;daf-18,7,f
WBGene00012651,orc-4,Y39A1A.13,0.616176638,0.235489999,0.078553317,daf-16;daf-18,7,f
WBGene00012652,NA,Y39A1A.14,0.624197707,0.184991683,0.011939474,daf-16;daf-18,7,f
WBGene00012663,hex-3,Y39A1C.4,-0.511711352,0.14651942,0.008404312,daf-16;daf-18,7,f
WBGene00012699,NA,Y39B6A.41,-1.288289066,0.285736508,2.14E-04,daf-16;daf-18,7,f
WBGene00012712,ttm-1,Y39E4A.2,0.414788387,0.15804588,0.077230732,daf-16;daf-18,7,f
WBGene00012714,abce-1,Y39E4B.1,0.430526899,0.147412215,0.039820463,daf-16;daf-18,7,f
WBGene00012715,snpc-1.2,Y39E4B.2,0.770331988,0.258437491,0.034184079,daf-16;daf-18,7,f
WBGene00012738,eif-3.J,Y40B1B.5,0.437807376,0.155743707,0.051273039,daf-16;daf-18,7,f
WBGene00012747,NA,Y40H7A.10,1.068480263,0.297921068,0.006332916,daf-16;daf-18,7,f
WBGene00012763,atln-2,Y41E3.3,-0.417414526,0.161273832,0.083229938,daf-16;daf-18,7,f
WBGene00012768,eef-1B.2,Y41E3.10,0.369008874,0.122618186,0.031803156,daf-16;daf-18,7,f
WBGene00012810,nceh-1,Y43F8A.3,-1.990398196,0.300397113,4.41E-09,daf-16;daf-18,7,f
WBGene00012812,NA,Y43F8B.1,-0.598124022,0.206313486,0.041839082,daf-16;daf-18,7,f
WBGene00012822,NA,Y43F8B.12,0.960604503,0.370951293,0.083031271,daf-16;daf-18,7,f
WBGene00012825,NA,Y43F8C.3,-1.23858256,0.186706243,4.25E-09,daf-16;daf-18,7,f
WBGene00012826,dyf-19,Y43F8C.4,-1.29665664,0.239831373,3.85E-06,daf-16;daf-18,7,f
WBGene00012866,afmd-2,Y45F10A.3,-0.808139071,0.295173439,0.060518337,daf-16;daf-18,7,f
WBGene00012868,tbc-9,Y45F10A.6,-0.352710023,0.140296931,0.096303499,daf-16;daf-18,7,f
WBGene00012883,NA,Y45F10D.2,0.828738376,0.30750045,0.066869319,daf-16;daf-18,7,f
WBGene00012886,NA,Y45F10D.6,-1.268547221,0.196268776,1.19E-08,daf-16;daf-18,7,f
WBGene00012911,acl-7,Y46G5A.21,0.544970454,0.132697793,0.00107607,daf-16;daf-18,7,f
WBGene00012921,NA,Y46G5A.36,1.040805772,0.37561405,0.056188417,daf-16;daf-18,7,f
WBGene00012953,fbxa-216,Y47H9C.10,0.886622472,0.293178395,0.030574207,daf-16;daf-18,7,f
WBGene00012959,NA,Y47H10A.3,-2.052298405,0.340286561,1.53E-07,daf-16;daf-18,7,f
WBGene00012964,NA,Y48A6B.3,0.72144766,0.210989928,0.010438335,daf-16;daf-18,7,f
WBGene00012968,NA,Y48A6B.7,0.545305052,0.196919455,0.056369732,daf-16;daf-18,7,f
WBGene00012969,NA,Y48A6B.8,-0.795880593,0.24060826,0.014424289,daf-16;daf-18,7,f
WBGene00012972,rsa-2,Y48A6B.11,0.773438663,0.208933526,0.00434524,daf-16;daf-18,7,f
WBGene00012978,NA,Y48B6A.1,0.588078569,0.21024185,0.052964204,daf-16;daf-18,7,f
WBGene00012987,NA,Y48C3A.3,-0.647259466,0.146026987,2.92E-04,daf-16;daf-18,7,f
WBGene00013008,clec-146,Y48E1B.9,-0.68605617,0.185772549,0.004474191,daf-16;daf-18,7,f
WBGene00013030,NA,Y49E10.4,0.702375497,0.272549407,0.085077183,daf-16;daf-18,7,f
WBGene00013038,ani-1,Y49E10.19,0.841348889,0.199931918,7.26E-04,daf-16;daf-18,7,f
WBGene00013073,hmit-1.1,Y51A2D.4,0.939629122,0.21564412,3.99E-04,daf-16;daf-18,7,f
WBGene00013077,ttr-24,Y51A2D.9,-0.815631882,0.129816727,3.72E-08,daf-16;daf-18,7,f
WBGene00013078,ttr-25,Y51A2D.10,-1.320967443,0.212477833,5.50E-08,daf-16;daf-18,7,f
WBGene00013079,ttr-26,Y51A2D.11,-0.497503857,0.175396602,0.048097151,daf-16;daf-18,7,f
WBGene00013080,NA,Y51A2D.13,0.62333839,0.182333375,0.010452117,daf-16;daf-18,7,f
WBGene00013103,NA,Y51H4A.7,-0.524019396,0.208373639,0.096197889,daf-16;daf-18,7,f
WBGene00013111,sta-1,Y51H4A.17,-0.680585423,0.139302485,4.30E-05,daf-16;daf-18,7,f
WBGene00013143,NA,Y53C12B.1,0.470610586,0.15871013,0.035523109,daf-16;daf-18,7,f
WBGene00013150,pole-4,Y53F4B.3,1.056501025,0.266633554,0.001821658,daf-16;daf-18,7,f
WBGene00013156,NA,Y53F4B.9,0.724683326,0.242121998,0.033030087,daf-16;daf-18,7,f
WBGene00013164,NA,Y53F4B.18,-0.505416975,0.156209572,0.017775694,daf-16;daf-18,7,f
WBGene00013169,NA,Y53F4B.23,-1.307408569,0.304532751,5.19E-04,daf-16;daf-18,7,f
WBGene00013219,NA,Y54G11A.11,0.443002177,0.168641023,0.0769647,daf-16;daf-18,7,f
WBGene00013220,ctl-3,Y54G11A.13,-0.726605005,0.17729621,0.001110637,daf-16;daf-18,7,f
WBGene00013238,trap-4,Y56A3A.21,0.686177971,0.171644345,0.001611374,daf-16;daf-18,7,f
WBGene00013257,NA,Y57A10A.14,0.567770614,0.224716577,0.094029195,daf-16;daf-18,7,f
WBGene00013263,txdc-12.1,Y57A10A.23,1.593680251,0.605873566,0.076605668,daf-16;daf-18,7,f
WBGene00013266,NA,Y57A10A.26,0.360007828,0.14211926,0.092868982,daf-16;daf-18,7,f
WBGene00013311,sec-61.A,Y57G11C.15,0.546847253,0.158749892,0.009705952,daf-16;daf-18,7,f
WBGene00013321,NA,Y57G11C.31,0.493059702,0.169784868,0.041305662,daf-16;daf-18,7,f
WBGene00013330,NA,Y57G11C.41,1.620664052,0.597278728,0.063901554,daf-16;daf-18,7,f
WBGene00013352,lon-8,Y59A8B.20,0.914141362,0.231029031,0.00185198,daf-16;daf-18,7,f
WBGene00013379,NA,Y62E10A.13,-0.699889047,0.144836377,5.43E-05,daf-16;daf-18,7,f
WBGene00013388,NA,Y62F5A.10,1.531434749,0.398430132,0.002737874,daf-16;daf-18,7,f
WBGene00013485,NA,Y69H2.10,-1.421980211,0.228232365,5.09E-08,daf-16;daf-18,7,f
WBGene00013489,col-42,Y69H2.14,-1.939187412,0.260941204,2.15E-11,daf-16;daf-18,7,f
WBGene00013499,NA,Y70G10A.3,-0.521643641,0.137640846,0.00327456,daf-16;daf-18,7,f
WBGene00013516,NA,Y73F4A.3,-1.148241695,0.259620099,3.04E-04,daf-16;daf-18,7,f
WBGene00013559,NA,Y75B8A.28,2.078035902,0.76171484,0.061790592,daf-16;daf-18,7,f
WBGene00013577,NA,Y76A2B.5,-0.595867791,0.11933093,2.66E-05,daf-16;daf-18,7,f
WBGene00013633,NA,Y105C5A.8,-1.0242873,0.184277918,1.83E-06,daf-16;daf-18,7,f
WBGene00013654,NA,Y105C5B.15,1.149328006,0.399812911,0.044193274,daf-16;daf-18,7,f
WBGene00013674,NA,Y105E8A.14,0.488784461,0.183497789,0.071188729,daf-16;daf-18,7,f
WBGene00013698,NA,Y106G6D.1,-0.970803312,0.369197531,0.076721335,daf-16;daf-18,7,f
WBGene00013711,NA,Y106G6G.2,-0.4127651,0.151718751,0.062747721,daf-16;daf-18,7,f
