wb_id,Term
WBGene00023318,Union DAF-16 positive targets
WBGene00000998,Union DAF-16 positive targets
WBGene00023322,Union DAF-16 positive targets
WBGene00019528,Union DAF-16 positive targets
WBGene00001033,Union DAF-16 positive targets
WBGene00019540,Union DAF-16 positive targets
WBGene00014801,Union DAF-16 positive targets
WBGene00044226,Union DAF-16 positive targets
WBGene00044907,Union DAF-16 positive targets
WBGene00019542,Union DAF-16 positive targets
WBGene00023323,Union DAF-16 positive targets
WBGene00045012,Union DAF-16 positive targets
WBGene00010711,Union DAF-16 positive targets
WBGene00010712,Union DAF-16 positive targets
WBGene00002006,Union DAF-16 positive targets
WBGene00003943,Union DAF-16 positive targets
WBGene00010717,Union DAF-16 positive targets
WBGene00201206,Union DAF-16 positive targets
WBGene00019604,Union DAF-16 positive targets
WBGene00019598,Union DAF-16 positive targets
WBGene00019609,Union DAF-16 positive targets
WBGene00004888,Union DAF-16 positive targets
WBGene00019680,Union DAF-16 positive targets
WBGene00045338,Union DAF-16 positive targets
WBGene00002225,Union DAF-16 positive targets
WBGene00010805,Union DAF-16 positive targets
WBGene00014806,Union DAF-16 positive targets
WBGene00010822,Union DAF-16 positive targets
WBGene00019732,Union DAF-16 positive targets
WBGene00023458,Union DAF-16 positive targets
WBGene00000066,Union DAF-16 positive targets
WBGene00010851,Union DAF-16 positive targets
WBGene00019768,Union DAF-16 positive targets
WBGene00019769,Union DAF-16 positive targets
WBGene00010877,Union DAF-16 positive targets
WBGene00019791,Union DAF-16 positive targets
WBGene00019792,Union DAF-16 positive targets
WBGene00010919,Union DAF-16 positive targets
WBGene00010955,Union DAF-16 positive targets
WBGene00019786,Union DAF-16 positive targets
WBGene00019787,Union DAF-16 positive targets
WBGene00019854,Union DAF-16 positive targets
WBGene00011004,Union DAF-16 positive targets
WBGene00005117,Union DAF-16 positive targets
WBGene00011018,Union DAF-16 positive targets
WBGene00019880,Union DAF-16 positive targets
WBGene00019886,Union DAF-16 positive targets
WBGene00019890,Union DAF-16 positive targets
WBGene00011056,Union DAF-16 positive targets
WBGene00011074,Union DAF-16 positive targets
WBGene00011120,Union DAF-16 positive targets
WBGene00019941,Union DAF-16 positive targets
WBGene00011131,Union DAF-16 positive targets
WBGene00011133,Union DAF-16 positive targets
WBGene00019951,Union DAF-16 positive targets
WBGene00044900,Union DAF-16 positive targets
WBGene00011162,Union DAF-16 positive targets
WBGene00011164,Union DAF-16 positive targets
WBGene00011171,Union DAF-16 positive targets
WBGene00011184,Union DAF-16 positive targets
WBGene00011288,Union DAF-16 positive targets
WBGene00011289,Union DAF-16 positive targets
WBGene00195374,Union DAF-16 positive targets
WBGene00011226,Union DAF-16 positive targets
WBGene00020011,Union DAF-16 positive targets
WBGene00020020,Union DAF-16 positive targets
WBGene00020035,Union DAF-16 positive targets
WBGene00011258,Union DAF-16 positive targets
WBGene00020075,Union DAF-16 positive targets
WBGene00006220,Union DAF-16 positive targets
WBGene00011319,Union DAF-16 positive targets
WBGene00020141,Union DAF-16 positive targets
WBGene00077585,Union DAF-16 positive targets
WBGene00011369,Union DAF-16 positive targets
WBGene00000967,Union DAF-16 positive targets
WBGene00020167,Union DAF-16 positive targets
WBGene00020164,Union DAF-16 positive targets
WBGene00002183,Union DAF-16 positive targets
WBGene00011401,Union DAF-16 positive targets
WBGene00045131,Union DAF-16 positive targets
WBGene00011418,Union DAF-16 positive targets
WBGene00011411,Union DAF-16 positive targets
WBGene00044078,Union DAF-16 positive targets
WBGene00000064,Union DAF-16 positive targets
WBGene00011439,Union DAF-16 positive targets
WBGene00020252,Union DAF-16 positive targets
WBGene00014505,Union DAF-16 positive targets
WBGene00011493,Union DAF-16 positive targets
WBGene00001155,Union DAF-16 positive targets
WBGene00023343,Union DAF-16 positive targets
WBGene00020285,Union DAF-16 positive targets
WBGene00020287,Union DAF-16 positive targets
WBGene00044656,Union DAF-16 positive targets
WBGene00011550,Union DAF-16 positive targets
WBGene00044204,Union DAF-16 positive targets
WBGene00011561,Union DAF-16 positive targets
WBGene00194657,Union DAF-16 positive targets
WBGene00011585,Union DAF-16 positive targets
WBGene00020313,Union DAF-16 positive targets
WBGene00011591,Union DAF-16 positive targets
WBGene00020320,Union DAF-16 positive targets
WBGene00020325,Union DAF-16 positive targets
WBGene00000739,Union DAF-16 positive targets
WBGene00020345,Union DAF-16 positive targets
WBGene00011606,Union DAF-16 positive targets
WBGene00011607,Union DAF-16 positive targets
WBGene00011608,Union DAF-16 positive targets
WBGene00011610,Union DAF-16 positive targets
WBGene00011611,Union DAF-16 positive targets
WBGene00020364,Union DAF-16 positive targets
WBGene00014511,Union DAF-16 positive targets
WBGene00014834,Union DAF-16 positive targets
WBGene00020374,Union DAF-16 positive targets
WBGene00020381,Union DAF-16 positive targets
WBGene00020394,Union DAF-16 positive targets
WBGene00014838,Union DAF-16 positive targets
WBGene00001878,Union DAF-16 positive targets
WBGene00001877,Union DAF-16 positive targets
WBGene00001876,Union DAF-16 positive targets
WBGene00000741,Union DAF-16 positive targets
WBGene00000740,Union DAF-16 positive targets
WBGene00000744,Union DAF-16 positive targets
WBGene00044499,Union DAF-16 positive targets
WBGene00011710,Union DAF-16 positive targets
WBGene00000730,Union DAF-16 positive targets
WBGene00020455,Union DAF-16 positive targets
WBGene00020467,Union DAF-16 positive targets
WBGene00001601,Union DAF-16 positive targets
WBGene00020469,Union DAF-16 positive targets
WBGene00005740,Union DAF-16 positive targets
WBGene00020522,Union DAF-16 positive targets
WBGene00020529,Union DAF-16 positive targets
WBGene00020519,Union DAF-16 positive targets
WBGene00044282,Union DAF-16 positive targets
WBGene00020619,Union DAF-16 positive targets
WBGene00011865,Union DAF-16 positive targets
WBGene00011872,Union DAF-16 positive targets
WBGene00011871,Union DAF-16 positive targets
WBGene00020652,Union DAF-16 positive targets
WBGene00004001,Union DAF-16 positive targets
WBGene00020671,Union DAF-16 positive targets
WBGene00023347,Union DAF-16 positive targets
WBGene00000016,Union DAF-16 positive targets
WBGene00020705,Union DAF-16 positive targets
WBGene00020711,Union DAF-16 positive targets
WBGene00020729,Union DAF-16 positive targets
WBGene00011954,Union DAF-16 positive targets
WBGene00077728,Union DAF-16 positive targets
WBGene00011969,Union DAF-16 positive targets
WBGene00020754,Union DAF-16 positive targets
WBGene00003740,Union DAF-16 positive targets
WBGene00004996,Union DAF-16 positive targets
WBGene00012020,Union DAF-16 positive targets
WBGene00020804,Union DAF-16 positive targets
WBGene00001761,Union DAF-16 positive targets
WBGene00012040,Union DAF-16 positive targets
WBGene00043993,Union DAF-16 positive targets
WBGene00012070,Union DAF-16 positive targets
WBGene00002019,Union DAF-16 positive targets
WBGene00002015,Union DAF-16 positive targets
WBGene00002020,Union DAF-16 positive targets
WBGene00020866,Union DAF-16 positive targets
WBGene00012115,Union DAF-16 positive targets
WBGene00000691,Union DAF-16 positive targets
WBGene00000594,Union DAF-16 positive targets
WBGene00012135,Union DAF-16 positive targets
WBGene00012146,Union DAF-16 positive targets
WBGene00012149,Union DAF-16 positive targets
WBGene00012151,Union DAF-16 positive targets
WBGene00012179,Union DAF-16 positive targets
WBGene00012189,Union DAF-16 positive targets
WBGene00020946,Union DAF-16 positive targets
WBGene00023355,Union DAF-16 positive targets
WBGene00175027,Union DAF-16 positive targets
WBGene00044522,Union DAF-16 positive targets
WBGene00194904,Union DAF-16 positive targets
WBGene00020961,Union DAF-16 positive targets
WBGene00020973,Union DAF-16 positive targets
WBGene00020976,Union DAF-16 positive targets
WBGene00020995,Union DAF-16 positive targets
WBGene00021015,Union DAF-16 positive targets
WBGene00012239,Union DAF-16 positive targets
WBGene00021018,Union DAF-16 positive targets
WBGene00021026,Union DAF-16 positive targets
WBGene00012251,Union DAF-16 positive targets
WBGene00012252,Union DAF-16 positive targets
WBGene00012277,Union DAF-16 positive targets
WBGene00000669,Union DAF-16 positive targets
WBGene00000668,Union DAF-16 positive targets
WBGene00021034,Union DAF-16 positive targets
WBGene00195045,Union DAF-16 positive targets
WBGene00077561,Union DAF-16 positive targets
WBGene00021045,Union DAF-16 positive targets
WBGene00021085,Union DAF-16 positive targets
WBGene00021109,Union DAF-16 positive targets
WBGene00012355,Union DAF-16 positive targets
WBGene00012370,Union DAF-16 positive targets
WBGene00021128,Union DAF-16 positive targets
WBGene00050883,Union DAF-16 positive targets
WBGene00014954,Union DAF-16 positive targets
WBGene00077479,Union DAF-16 positive targets
WBGene00077480,Union DAF-16 positive targets
WBGene00077481,Union DAF-16 positive targets
WBGene00077483,Union DAF-16 positive targets
WBGene00077484,Union DAF-16 positive targets
WBGene00077485,Union DAF-16 positive targets
WBGene00077486,Union DAF-16 positive targets
WBGene00014961,Union DAF-16 positive targets
WBGene00014962,Union DAF-16 positive targets
WBGene00044995,Union DAF-16 positive targets
WBGene00013652,Union DAF-16 positive targets
WBGene00014964,Union DAF-16 positive targets
WBGene00013722,Union DAF-16 positive targets
WBGene00013721,Union DAF-16 positive targets
WBGene00022429,Union DAF-16 positive targets
WBGene00022431,Union DAF-16 positive targets
WBGene00022432,Union DAF-16 positive targets
WBGene00022433,Union DAF-16 positive targets
WBGene00022439,Union DAF-16 positive targets
WBGene00022440,Union DAF-16 positive targets
WBGene00022445,Union DAF-16 positive targets
WBGene00014967,Union DAF-16 positive targets
WBGene00013762,Union DAF-16 positive targets
WBGene00014975,Union DAF-16 positive targets
WBGene00013775,Union DAF-16 positive targets
WBGene00013826,Union DAF-16 positive targets
WBGene00022471,Union DAF-16 positive targets
WBGene00022492,Union DAF-16 positive targets
WBGene00022494,Union DAF-16 positive targets
WBGene00022496,Union DAF-16 positive targets
WBGene00022482,Union DAF-16 positive targets
WBGene00022484,Union DAF-16 positive targets
WBGene00012426,Union DAF-16 positive targets
WBGene00021188,Union DAF-16 positive targets
WBGene00021191,Union DAF-16 positive targets
WBGene00021194,Union DAF-16 positive targets
WBGene00077660,Union DAF-16 positive targets
WBGene00021200,Union DAF-16 positive targets
WBGene00001427,Union DAF-16 positive targets
WBGene00001433,Union DAF-16 positive targets
WBGene00021226,Union DAF-16 positive targets
WBGene00021227,Union DAF-16 positive targets
WBGene00044099,Union DAF-16 positive targets
WBGene00044734,Union DAF-16 positive targets
WBGene00021217,Union DAF-16 positive targets
WBGene00021218,Union DAF-16 positive targets
WBGene00021219,Union DAF-16 positive targets
WBGene00021224,Union DAF-16 positive targets
WBGene00021233,Union DAF-16 positive targets
WBGene00021236,Union DAF-16 positive targets
WBGene00012489,Union DAF-16 positive targets
WBGene00012492,Union DAF-16 positive targets
WBGene00021239,Union DAF-16 positive targets
WBGene00021240,Union DAF-16 positive targets
WBGene00004419,Union DAF-16 positive targets
WBGene00021286,Union DAF-16 positive targets
WBGene00021287,Union DAF-16 positive targets
WBGene00012498,Union DAF-16 positive targets
WBGene00012499,Union DAF-16 positive targets
WBGene00012507,Union DAF-16 positive targets
WBGene00000735,Union DAF-16 positive targets
WBGene00012381,Union DAF-16 positive targets
WBGene00021317,Union DAF-16 positive targets
WBGene00045019,Union DAF-16 positive targets
WBGene00021345,Union DAF-16 positive targets
WBGene00012552,Union DAF-16 positive targets
WBGene00021355,Union DAF-16 positive targets
WBGene00014871,Union DAF-16 positive targets
WBGene00021404,Union DAF-16 positive targets
WBGene00021405,Union DAF-16 positive targets
WBGene00021408,Union DAF-16 positive targets
WBGene00021409,Union DAF-16 positive targets
WBGene00001492,Union DAF-16 positive targets
WBGene00012590,Union DAF-16 positive targets
WBGene00012602,Union DAF-16 positive targets
WBGene00012608,Union DAF-16 positive targets
WBGene00021418,Union DAF-16 positive targets
WBGene00021423,Union DAF-16 positive targets
WBGene00012615,Union DAF-16 positive targets
WBGene00012616,Union DAF-16 positive targets
WBGene00044808,Union DAF-16 positive targets
WBGene00021435,Union DAF-16 positive targets
WBGene00012693,Union DAF-16 positive targets
WBGene00012700,Union DAF-16 positive targets
WBGene00077457,Union DAF-16 positive targets
WBGene00014883,Union DAF-16 positive targets
WBGene00044277,Union DAF-16 positive targets
WBGene00044527,Union DAF-16 positive targets
WBGene00012739,Union DAF-16 positive targets
WBGene00021497,Union DAF-16 positive targets
WBGene00021499,Union DAF-16 positive targets
WBGene00012745,Union DAF-16 positive targets
WBGene00000682,Union DAF-16 positive targets
WBGene00045066,Union DAF-16 positive targets
WBGene00045146,Union DAF-16 positive targets
WBGene00014886,Union DAF-16 positive targets
WBGene00012764,Union DAF-16 positive targets
WBGene00005206,Union DAF-16 positive targets
WBGene00012789,Union DAF-16 positive targets
WBGene00012790,Union DAF-16 positive targets
WBGene00012793,Union DAF-16 positive targets
WBGene00045143,Union DAF-16 positive targets
WBGene00012799,Union DAF-16 positive targets
WBGene00012807,Union DAF-16 positive targets
WBGene00012818,Union DAF-16 positive targets
WBGene00012826,Union DAF-16 positive targets
WBGene00012866,Union DAF-16 positive targets
WBGene00012860,Union DAF-16 positive targets
WBGene00044131,Union DAF-16 positive targets
WBGene00021577,Union DAF-16 positive targets
WBGene00021582,Union DAF-16 positive targets
WBGene00021583,Union DAF-16 positive targets
WBGene00195076,Union DAF-16 positive targets
WBGene00012903,Union DAF-16 positive targets
WBGene00021604,Union DAF-16 positive targets
WBGene00021607,Union DAF-16 positive targets
WBGene00021615,Union DAF-16 positive targets
WBGene00021630,Union DAF-16 positive targets
WBGene00021646,Union DAF-16 positive targets
WBGene00021647,Union DAF-16 positive targets
WBGene00021651,Union DAF-16 positive targets
WBGene00012959,Union DAF-16 positive targets
WBGene00077537,Union DAF-16 positive targets
WBGene00012945,Union DAF-16 positive targets
WBGene00000821,Union DAF-16 positive targets
WBGene00012952,Union DAF-16 positive targets
WBGene00012969,Union DAF-16 positive targets
WBGene00012974,Union DAF-16 positive targets
WBGene00012975,Union DAF-16 positive targets
WBGene00012976,Union DAF-16 positive targets
WBGene00013008,Union DAF-16 positive targets
WBGene00021662,Union DAF-16 positive targets
WBGene00004246,Union DAF-16 positive targets
WBGene00021663,Union DAF-16 positive targets
WBGene00021664,Union DAF-16 positive targets
WBGene00021667,Union DAF-16 positive targets
WBGene00021671,Union DAF-16 positive targets
WBGene00021674,Union DAF-16 positive targets
WBGene00021682,Union DAF-16 positive targets
WBGene00021706,Union DAF-16 positive targets
WBGene00013029,Union DAF-16 positive targets
WBGene00194981,Union DAF-16 positive targets
WBGene00021747,Union DAF-16 positive targets
WBGene00013051,Union DAF-16 positive targets
WBGene00077653,Union DAF-16 positive targets
WBGene00013077,Union DAF-16 positive targets
WBGene00013107,Union DAF-16 positive targets
WBGene00013112,Union DAF-16 positive targets
WBGene00013113,Union DAF-16 positive targets
WBGene00013114,Union DAF-16 positive targets
WBGene00044439,Union DAF-16 positive targets
WBGene00014914,Union DAF-16 positive targets
WBGene00044728,Union DAF-16 positive targets
WBGene00013213,Union DAF-16 positive targets
WBGene00021886,Union DAF-16 positive targets
WBGene00044489,Union DAF-16 positive targets
WBGene00044490,Union DAF-16 positive targets
WBGene00197039,Union DAF-16 positive targets
WBGene00021924,Union DAF-16 positive targets
WBGene00043705,Union DAF-16 positive targets
WBGene00013236,Union DAF-16 positive targets
WBGene00003234,Union DAF-16 positive targets
WBGene00023382,Union DAF-16 positive targets
WBGene00013315,Union DAF-16 positive targets
WBGene00044258,Union DAF-16 positive targets
WBGene00021971,Union DAF-16 positive targets
WBGene00021978,Union DAF-16 positive targets
WBGene00044794,Union DAF-16 positive targets
WBGene00013344,Union DAF-16 positive targets
WBGene00013345,Union DAF-16 positive targets
WBGene00007062,Union DAF-16 positive targets
WBGene00021987,Union DAF-16 positive targets
WBGene00021988,Union DAF-16 positive targets
WBGene00021998,Union DAF-16 positive targets
WBGene00022003,Union DAF-16 positive targets
WBGene00077437,Union DAF-16 positive targets
WBGene00021167,Union DAF-16 positive targets
WBGene00044586,Union DAF-16 positive targets
WBGene00022016,Union DAF-16 positive targets
WBGene00022017,Union DAF-16 positive targets
WBGene00013385,Union DAF-16 positive targets
WBGene00013409,Union DAF-16 positive targets
WBGene00022023,Union DAF-16 positive targets
WBGene00022027,Union DAF-16 positive targets
WBGene00022055,Union DAF-16 positive targets
WBGene00201046,Union DAF-16 positive targets
WBGene00022063,Union DAF-16 positive targets
WBGene00022067,Union DAF-16 positive targets
WBGene00044212,Union DAF-16 positive targets
WBGene00013489,Union DAF-16 positive targets
WBGene00014861,Union DAF-16 positive targets
WBGene00194891,Union DAF-16 positive targets
WBGene00050974,Union DAF-16 positive targets
WBGene00013507,Union DAF-16 positive targets
WBGene00013510,Union DAF-16 positive targets
WBGene00014947,Union DAF-16 positive targets
WBGene00077443,Union DAF-16 positive targets
WBGene00013500,Union DAF-16 positive targets
WBGene00175036,Union DAF-16 positive targets
WBGene00013501,Union DAF-16 positive targets
WBGene00004891,Union DAF-16 positive targets
WBGene00004049,Union DAF-16 positive targets
WBGene00022163,Union DAF-16 positive targets
WBGene00022177,Union DAF-16 positive targets
WBGene00022203,Union DAF-16 positive targets
WBGene00022212,Union DAF-16 positive targets
WBGene00022213,Union DAF-16 positive targets
WBGene00022214,Union DAF-16 positive targets
WBGene00022215,Union DAF-16 positive targets
WBGene00022217,Union DAF-16 positive targets
WBGene00023191,Union DAF-16 positive targets
WBGene00022219,Union DAF-16 positive targets
WBGene00022204,Union DAF-16 positive targets
WBGene00045295,Union DAF-16 positive targets
WBGene00022205,Union DAF-16 positive targets
WBGene00022206,Union DAF-16 positive targets
WBGene00022207,Union DAF-16 positive targets
WBGene00022211,Union DAF-16 positive targets
WBGene00022223,Union DAF-16 positive targets
WBGene00022227,Union DAF-16 positive targets
WBGene00022236,Union DAF-16 positive targets
WBGene00022249,Union DAF-16 positive targets
WBGene00022268,Union DAF-16 positive targets
WBGene00014949,Union DAF-16 positive targets
WBGene00196449,Union DAF-16 positive targets
WBGene00022289,Union DAF-16 positive targets
WBGene00044000,Union DAF-16 positive targets
WBGene00022297,Union DAF-16 positive targets
WBGene00022304,Union DAF-16 positive targets
WBGene00022305,Union DAF-16 positive targets
WBGene00013589,Union DAF-16 positive targets
WBGene00013590,Union DAF-16 positive targets
WBGene00022335,Union DAF-16 positive targets
WBGene00013600,Union DAF-16 positive targets
WBGene00021171,Union DAF-16 positive targets
WBGene00022356,Union DAF-16 positive targets
WBGene00003548,Union DAF-16 positive targets
WBGene00044262,Union DAF-16 positive targets
WBGene00022397,Union DAF-16 positive targets
WBGene00021186,Union DAF-16 positive targets
WBGene00021187,Union DAF-16 positive targets
WBGene00119204,Union DAF-16 positive targets
WBGene00013830,Union DAF-16 positive targets
WBGene00013832,Union DAF-16 positive targets
WBGene00014977,Union DAF-16 positive targets
WBGene00195016,Union DAF-16 positive targets
WBGene00022545,Union DAF-16 positive targets
WBGene00022552,Union DAF-16 positive targets
WBGene00043948,Union DAF-16 positive targets
WBGene00022587,Union DAF-16 positive targets
WBGene00022590,Union DAF-16 positive targets
WBGene00002109,Union DAF-16 positive targets
WBGene00002110,Union DAF-16 positive targets
WBGene00013890,Union DAF-16 positive targets
WBGene00196701,Union DAF-16 positive targets
WBGene00013906,Union DAF-16 positive targets
WBGene00000620,Union DAF-16 positive targets
WBGene00014992,Union DAF-16 positive targets
WBGene00014226,Union DAF-16 positive targets
WBGene00022853,Union DAF-16 positive targets
WBGene00022854,Union DAF-16 positive targets
WBGene00022855,Union DAF-16 positive targets
WBGene00014994,Union DAF-16 positive targets
WBGene00022877,Union DAF-16 positive targets
WBGene00001900,Union DAF-16 positive targets
WBGene00001890,Union DAF-16 positive targets
WBGene00001883,Union DAF-16 positive targets
WBGene00001884,Union DAF-16 positive targets
WBGene00001885,Union DAF-16 positive targets
WBGene00001886,Union DAF-16 positive targets
WBGene00001889,Union DAF-16 positive targets
WBGene00014258,Union DAF-16 positive targets
WBGene00022665,Union DAF-16 positive targets
WBGene00022670,Union DAF-16 positive targets
WBGene00044481,Union DAF-16 positive targets
WBGene00013925,Union DAF-16 positive targets
WBGene00014622,Union DAF-16 positive targets
WBGene00077487,Union DAF-16 positive targets
WBGene00077488,Union DAF-16 positive targets
WBGene00013938,Union DAF-16 positive targets
WBGene00022693,Union DAF-16 positive targets
WBGene00022691,Union DAF-16 positive targets
WBGene00022692,Union DAF-16 positive targets
WBGene00001488,Union DAF-16 positive targets
WBGene00022710,Union DAF-16 positive targets
WBGene00086560,Union DAF-16 positive targets
WBGene00023400,Union DAF-16 positive targets
WBGene00044559,Union DAF-16 positive targets
WBGene00022728,Union DAF-16 positive targets
WBGene00022730,Union DAF-16 positive targets
WBGene00022731,Union DAF-16 positive targets
WBGene00194716,Union DAF-16 positive targets
WBGene00195145,Union DAF-16 positive targets
WBGene00014047,Union DAF-16 positive targets
WBGene00014052,Union DAF-16 positive targets
WBGene00014069,Union DAF-16 positive targets
WBGene00022794,Union DAF-16 positive targets
WBGene00022818,Union DAF-16 positive targets
WBGene00022819,Union DAF-16 positive targets
WBGene00014099,Union DAF-16 positive targets
WBGene00044037,Union DAF-16 positive targets
WBGene00014143,Union DAF-16 positive targets
WBGene00014144,Union DAF-16 positive targets
WBGene00014158,Union DAF-16 positive targets
WBGene00003863,Union DAF-16 positive targets
WBGene00014162,Union DAF-16 positive targets
WBGene00044804,Union DAF-16 positive targets
WBGene00000140,Union DAF-16 positive targets
WBGene00022838,Union DAF-16 positive targets
WBGene00005019,Union DAF-16 negative targets
WBGene00021334,Union DAF-16 negative targets
WBGene00004152,Union DAF-16 negative targets
WBGene00016998,Union DAF-16 negative targets
WBGene00003825,Union DAF-16 negative targets
WBGene00010822,Union DAF-16 negative targets
WBGene00002225,Union DAF-16 negative targets
WBGene00019608,Union DAF-16 negative targets
WBGene00021109,Union DAF-16 negative targets
WBGene00020883,Union DAF-16 negative targets
WBGene00019933,Union DAF-16 negative targets
WBGene00009907,Union DAF-16 negative targets
WBGene00018017,Union DAF-16 negative targets
WBGene00008221,Union DAF-16 negative targets
WBGene00012591,Union DAF-16 negative targets
WBGene00010496,Union DAF-16 negative targets
WBGene00016140,Union DAF-16 negative targets
WBGene00016663,Union DAF-16 negative targets
WBGene00017732,Union DAF-16 negative targets
WBGene00003158,Union DAF-16 negative targets
WBGene00016335,Union DAF-16 negative targets
WBGene00000211,Union DAF-16 negative targets
WBGene00016844,Union DAF-16 negative targets
WBGene00013192,Union DAF-16 negative targets
WBGene00011839,Union DAF-16 negative targets
WBGene00011622,Union DAF-16 negative targets
WBGene00010636,Union DAF-16 negative targets
WBGene00006405,Union DAF-16 negative targets
WBGene00004461,Union DAF-16 negative targets
WBGene00015308,Union DAF-16 negative targets
WBGene00000101,Union DAF-16 negative targets
WBGene00006734,Union DAF-16 negative targets
WBGene00021352,Union DAF-16 negative targets
WBGene00015894,Union DAF-16 negative targets
WBGene00003635,Union DAF-16 negative targets
WBGene00004879,Union DAF-16 negative targets
WBGene00007366,Union DAF-16 negative targets
WBGene00004201,Union DAF-16 negative targets
WBGene00021015,Union DAF-16 negative targets
WBGene00018169,Union DAF-16 negative targets
WBGene00005467,Union DAF-16 negative targets
WBGene00002249,Union DAF-16 negative targets
WBGene00013710,Union DAF-16 negative targets
WBGene00015912,Union DAF-16 negative targets
WBGene00007112,Union DAF-16 negative targets
WBGene00009922,Union DAF-16 negative targets
WBGene00004753,Union DAF-16 negative targets
WBGene00021427,Union DAF-16 negative targets
WBGene00011488,Union DAF-16 negative targets
WBGene00021830,Union DAF-16 negative targets
WBGene00009116,Union DAF-16 negative targets
WBGene00008514,Union DAF-16 negative targets
WBGene00016408,Union DAF-16 negative targets
WBGene00003014,Union DAF-16 negative targets
WBGene00019148,Union DAF-16 negative targets
WBGene00016701,Union DAF-16 negative targets
WBGene00007258,Union DAF-16 negative targets
WBGene00022110,Union DAF-16 negative targets
WBGene00003953,Union DAF-16 negative targets
WBGene00013441,Union DAF-16 negative targets
WBGene00003561,Union DAF-16 negative targets
WBGene00018156,Union DAF-16 negative targets
WBGene00021141,Union DAF-16 negative targets
WBGene00001056,Union DAF-16 negative targets
WBGene00009685,Union DAF-16 negative targets
WBGene00010044,Union DAF-16 negative targets
WBGene00022232,Union DAF-16 negative targets
WBGene00012259,Union DAF-16 negative targets
WBGene00015229,Union DAF-16 negative targets
WBGene00001596,Union DAF-16 negative targets
WBGene00015034,Union DAF-16 negative targets
WBGene00019998,Union DAF-16 negative targets
WBGene00003020,Union DAF-16 negative targets
WBGene00005291,Union DAF-16 negative targets
WBGene00014119,Union DAF-16 negative targets
WBGene00011962,Union DAF-16 negative targets
WBGene00010953,Union DAF-16 negative targets
WBGene00001568,Union DAF-16 negative targets
WBGene00000939,Union DAF-16 negative targets
WBGene00015025,Union DAF-16 negative targets
WBGene00007393,Union DAF-16 negative targets
WBGene00015091,Union DAF-16 negative targets
WBGene00010136,Union DAF-16 negative targets
WBGene00013956,Union DAF-16 negative targets
WBGene00013653,Union DAF-16 negative targets
WBGene00011122,Union DAF-16 negative targets
WBGene00010616,Union DAF-16 negative targets
WBGene00019940,Union DAF-16 negative targets
WBGene00013092,Union DAF-16 negative targets
WBGene00001031,Union DAF-16 negative targets
WBGene00015702,Union DAF-16 negative targets
WBGene00019984,Union DAF-16 negative targets
WBGene00003507,Union DAF-16 negative targets
WBGene00008776,Union DAF-16 negative targets
WBGene00008677,Union DAF-16 negative targets
WBGene00022375,Union DAF-16 negative targets
WBGene00004958,Union DAF-16 negative targets
WBGene00003154,Union DAF-16 negative targets
WBGene00044638,Union DAF-16 negative targets
WBGene00006726,Union DAF-16 negative targets
WBGene00006645,Union DAF-16 negative targets
WBGene00008422,Union DAF-16 negative targets
WBGene00008878,Union DAF-16 negative targets
WBGene00012337,Union DAF-16 negative targets
WBGene00021520,Union DAF-16 negative targets
WBGene00009373,Union DAF-16 negative targets
WBGene00004297,Union DAF-16 negative targets
WBGene00019791,Union DAF-16 negative targets
WBGene00011773,Union DAF-16 negative targets
WBGene00012546,Union DAF-16 negative targets
WBGene00018025,Union DAF-16 negative targets
WBGene00019931,Union DAF-16 negative targets
WBGene00000746,Union DAF-16 negative targets
WBGene00016731,Union DAF-16 negative targets
WBGene00015146,Union DAF-16 negative targets
WBGene00009501,Union DAF-16 negative targets
WBGene00013234,Union DAF-16 negative targets
WBGene00000430,Union DAF-16 negative targets
WBGene00004775,Union DAF-16 negative targets
WBGene00020326,Union DAF-16 negative targets
WBGene00015362,Union DAF-16 negative targets
WBGene00012633,Union DAF-16 negative targets
WBGene00009691,Union DAF-16 negative targets
WBGene00008553,Union DAF-16 negative targets
WBGene00010638,Union DAF-16 negative targets
WBGene00021248,Union DAF-16 negative targets
WBGene00007918,Union DAF-16 negative targets
WBGene00045050,Union DAF-16 negative targets
WBGene00007186,Union DAF-16 negative targets
WBGene00000264,Union DAF-16 negative targets
WBGene00021499,Union DAF-16 negative targets
WBGene00014124,Union DAF-16 negative targets
WBGene00001395,Union DAF-16 negative targets
WBGene00016325,Union DAF-16 negative targets
WBGene00016874,Union DAF-16 negative targets
WBGene00002046,Union DAF-16 negative targets
WBGene00016189,Union DAF-16 negative targets
WBGene00001817,Union DAF-16 negative targets
WBGene00020456,Union DAF-16 negative targets
WBGene00020717,Union DAF-16 negative targets
WBGene00008387,Union DAF-16 negative targets
WBGene00007274,Union DAF-16 negative targets
WBGene00013394,Union DAF-16 negative targets
WBGene00010645,Union DAF-16 negative targets
WBGene00021317,Union DAF-16 negative targets
WBGene00019640,Union DAF-16 negative targets
WBGene00018417,Union DAF-16 negative targets
WBGene00044321,Union DAF-16 negative targets
WBGene00011917,Union DAF-16 negative targets
WBGene00007042,Union DAF-16 negative targets
WBGene00018897,Union DAF-16 negative targets
WBGene00008385,Union DAF-16 negative targets
WBGene00044099,Union DAF-16 negative targets
WBGene00006739,Union DAF-16 negative targets
WBGene00010325,Union DAF-16 negative targets
WBGene00010340,Union DAF-16 negative targets
WBGene00012260,Union DAF-16 negative targets
